ID,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=aa21d09eb021ffeb,Hardware Platform Application Engineer,Intel 4.1 서울,,"DDR4  Embedded systems programming experience  TCL, Python scripting experience  Systems level, logical and methodical..."
https://kr.indeed.com/viewjob?jk=6c6ccc05ec15dc41,Design for Test (DFT) Engineer,SiFive 대한민국,,"power intent (UPF/CPF). Good scripting skills using Tcl, Perl, Python, Makefile and Shell scripts Preferred qualifications..."
https://kr.indeed.com/viewjob?jk=554c2e55cc985488,Data Scientist,Supercell 서울,,innovate and work independently Strong SQL skills and strong Python or R skills; familiarity with Jupyter or RStudio a plus...
https://kr.indeed.com/viewjob?jk=a771637c0eeffc26,[Search & Clova] NAVER Search 이미지 검색서버개발...,네이버 대한민국,,"필요역량] 이미지 검색서버 구축 , 운영 이미지 검색로직 개발 [자격요건 및 우대사항 ] C/C++/JAVA/python/ 개발 가능 수십대 이상으로 구축된 시스템 개발 , 운영 경험 Linux 환경에서의 개발 경험 IR..."
https://kr.indeed.com/viewjob?jk=9bff6cc5a8f53e6e,[개발]웹 서비스 개발자(정규직),위메프 2.3 대한민국,,로운 시스템 적용 등) [우대사항] - 마이크로서비스 아키텍처에 대해 이해하고 설계 경험이 있는 자 - Python 사용 가능자 - 다양한 오픈소스 활용 경험자 - Cloud platform / Redis / MongoDB...
https://kr.indeed.com/viewjob?jk=84fd4c2127309eea,[보안]보안솔루션 운영 담당자(정규직),위메프 2.3 대한민국,,"발생 시 사고 대응/재발 방지 대책 수립 [자격사항] - 정보보안 실무 경력 4년 이상 보유자 - 스크립트(python, shell 등) 개발 가능자 - 신규 취약점 분석 후 사내 자산과의 연관성 분석 가능자 [우대사항..."
https://kr.indeed.com/viewjob?jk=c1037225077ca4da,데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업 서울 강남구,"연봉 40,000,000원 - 70,000,000원","데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
https://kr.indeed.com/viewjob?jk=e5098c47e3662580,BI 운영 그룹 주력계열사,그룹 주력계열사 서울특별시,,"운영 및 관리 - SQL, JAVA script, BW, Spotfire, Python, DB (Oracle, Green Plum, Hadoop 등... 개념 및 관련 Language(Python, SQL, JAVA script..."
https://kr.indeed.com/viewjob?jk=33da210b05e4dac7,"Design Consultant, Sr II",Synopsys 대한민국,,"DFT, MBIST, and ATPG tools. • Experience scripting... Python and Tcl. Experience with Verilog or SystemVerilog RTL..."
https://kr.indeed.com/viewjob?jk=ea5d26c45703b820,네이버웹툰 빅데이터 플랫폼 개발자(경력),네이버 대한민국,,"격요건 - 대용량 데이터 설계에 대한 기본 지식과 모델링 경험이 있으신 분. - Java/Javascript/Python 개발경험과 프로그래밍 기본 지식을 가지신 분 - API 서버, 웹서버 개발과 유지보수 경험이 있으신 분..."
https://kr.indeed.com/viewjob?jk=57aa1b90d7626f69,[개발]신사업 프론트 개발자(정규직),위메프 2.3 대한민국,,"성장을 추구하는 개발자 - 웹 Front 개발(javascript, html, css) 기술 보유자 - Python, Ruby, PHP 등 스크립트 언어에 거부감이 없는 자 [우대사항] - 창의적 문제해결 능력과 열정을..."
https://kr.indeed.com/viewjob?jk=c6398dbbd3c4f4d9,"Partner Engineer, Google Assistant",Google 4.3 서울,,"languages... C++, Java, JavaScript, Typescript or Python. Preferred qualifications: A passion for engineering..."
https://kr.indeed.com/viewjob?jk=c1037225077ca4da,데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업 서울 강남구,"연봉 40,000,000원 - 70,000,000원","데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
https://kr.indeed.com/viewjob?jk=92bd400e3b5306ba,[Search & Clova] Clova AI 인재,네이버 대한민국,,"산시스템 등 CS 핵심 전공 지식 관련한 수준 높은 이해 Git을 능숙하게 사용 백엔드 서버 구현 역량 (Python, Golang, Java Spring, node.js 등) Mobile App 개발 Objective..."
https://kr.indeed.com/viewjob?jk=b79c2ae536063b01,[전문연구요원] 상시,네이버 대한민국,,"Tool Engineer ㅇ Python/C/C++ 언어 개발 용이 ㅇ... Design, Debugging Skills ㅇ스크립트 언어 개발 경험 (Python, Bash, etc.) ㅇ Embedded Platform과..."
https://kr.indeed.com/viewjob?jk=e0697f11b625bbd8,2020년 제1회 공무직 근로자 연장,기상청 제주도 제주,,"포함 ㅇ 우대조건 - 관련분야 석사 학위 이상 소지자 - 기상기사, 전산 관련 자격증 소지자 - Python, Fortran 유경험자 국가태풍센터 (제주) 1명 ※ 대기과학 관련학과 : 기상학, 물리학, 전자..."
https://kr.indeed.com/viewjob?jk=2615f45e6f912c05,"Customer Solutions Engineer, Global Clie...",Google 4.3 서울,,"general purpose programming language (e.g., Java, C/C++, Python). Preferred qualifications: Experience... online..."
https://kr.indeed.com/viewjob?jk=25725b3c0e607311,Junior Quant Trader,Byzantine Partners 서울,,background is a plus Programming capability is mandatory (i.e.Python) Understanding of machine learning algorithm is a plus...
https://kr.indeed.com/viewjob?jk=fb617eeb80ea6fa9,AI/빅데이터 분야 (인재 Pool),LG유플러스 3.8 서울,,"Science를 위한 언어(R/Python) 및 Tool(scikit-learn/Tensorflow 등) 능숙자 . Deep Learning Model 구현 경험자 . Java, Python등을 이용하여 분석을 위한 Data..."
https://kr.indeed.com/viewjob?jk=c6398dbbd3c4f4d9,"Partner Engineer, Google Assistant",Google 4.3 서울,,"languages... C++, Java, JavaScript, Typescript or Python. Preferred qualifications: A passion for engineering..."
https://kr.indeed.com/viewjob?jk=f935130f920e7f66,"1,2월 경력",LG CNS 3.7 서울,,"3년 이상 ② , Python, SQL 활용 가능 우대사항 (해당 내용 중 1개 이상) ① AI/빅데이터 분석 프로젝트 PM/PL 경험 보유 ② AI/빅데이터 분석 프로젝트 경험 10년 이상 ③ R, Python, SAS 중..."
https://kr.indeed.com/viewjob?jk=995f796d49d7095c,2020년 해외 R&D 석/박사 및 산학장학생,LG유플러스 3.8 서울,,"분야의 분석 수행 경험 보유 : 분석/모델링 Tool(R, SAS, Python 등) 및 관련 Skill 기반의 정형/비정형데이터 분석 기술 보유... 가공 역량 보유 - Java, python 등 프로그램 SKILL 보유..."
https://kr.indeed.com/viewjob?jk=272f8d9e6c046251,제2020-1분기 박사후연구원,재료연구소 경상남도,,"확정일 최종 선발인원 명 / 응시인원 명 전형단계별 결과확정일 전형단계별 채용정보 전기화학 센서 디바이스, Python 기반 Programmable SoC 프로그램밍 분야 1차 선발인원 명 / 응시인원 명 전형단계별 결과확정..."
https://kr.indeed.com/viewjob?jk=feac8a234b715106,네이버 일본 맛집 서비스 CONOMI 머신러닝 개발자,네이버 대한민국,,"2 년 이상 ) - 컴퓨터 관련 전공자 수준의 프로그래밍 역량 (Linux/Shell, C++, Python, TensorFlow, PyTorch 등 ) - Production level 의 machine learning..."
https://kr.indeed.com/viewjob?jk=c1037225077ca4da,데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업 서울 강남구,"연봉 40,000,000원 - 70,000,000원","데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
https://kr.indeed.com/viewjob?jk=466ed639df372448,[판교]기술지원,NHN Service] [판교 4.4 경기도,,"Linux, Windows Server 트러블 슈팅 숙련자 - 2년 이상의 개발 경험자(PHP, Python 등) 본 채용은 상시 채용으로 면접이 수시로 진행되며, 先지원자에게 기회가 먼저 부여되므로 빠른 지원 바랍니..."
https://kr.indeed.com/viewjob?jk=b6f6a789b6e7a028,"[Search & Clova] Entity Linking, Keyword...",네이버 대한민국,,"와 연결 · 문서 내 중요 키워드 추출 · 검색 키워드 추천 필요 역량 · 리눅스 쉘 프로그래밍 역량 · Python, Java, C 중 하나에 뛰어난 프로그래밍 역량 · 대용량 분산처리 플랫폼 (Hadoop, Spark..."
https://kr.indeed.com/viewjob?jk=989c8d5579ea7132,"인공지능 플랫폼 회사(알파브릿지) 경력직(IT, 관리)",에셋플러스자산운용 대한민국,,"운영관리 -하이브리드 모바일 앱 개발 -ReactJS, NodeJS, Python 개발 경력자 우대 -Linux / My SQL 운영 및 관리 경력자... 운영 및 관리 경력자 우대 -Python / C/C++ / JAVA 등..."
https://kr.indeed.com/viewjob?jk=e65a195da656bcdc,[동영상플랫폼] 연계형 인턴십,네이버 대한민국,,"혹은 이해가 깊으신 분 - ffmpeg, gstreamer 오픈소스 컨트리뷰팅 혹은 활용 유경험자 - python 활용 가능자 ​ LIVE 클라우드 백엔드 서버 개발 [ 역할 ] - V Live, NaverTV 등..."
https://kr.indeed.com/viewjob?jk=c3c0448a294b2db0,Application Analyst,Hewlett Packard Enterprise 3.7 대전,,"programming and scripting (e.g. C++, Fortran, Perl, Python etc.) Demonstrated good judgment in selecting methods..."
https://kr.indeed.com/viewjob?jk=272f8d9e6c046251,제2020-1분기 박사후연구원,재료연구소 경상남도,,"확정일 최종 선발인원 명 / 응시인원 명 전형단계별 결과확정일 전형단계별 채용정보 전기화학 센서 디바이스, Python 기반 Programmable SoC 프로그램밍 분야 1차 선발인원 명 / 응시인원 명 전형단계별 결과확정..."
https://kr.indeed.com/viewjob?jk=5155f7b31867f64c,네이버웹툰 Growth Data Analyst(경력),네이버 대한민국,,"분 - 변화가 빠른 환경 속에서 스스로 필요한 업무를 정의하고, 이를 주도적으로 실행하실 수 있는 분 - Python/R 등을 이용한 데이터분석 업무가 가능하신 분 2. 전형절차 및 기타사항 - 서류전형 1차면접 2차면접..."
https://kr.indeed.com/viewjob?jk=4edbdaebae7b2b60,IT부문 경력직,하나펀드서비스 대한민국,,"SQL Server 경험자 - Python, bash 등 프로그래밍 숙련자... 용량 트랜잭션 처리 어플리케이션 개발 및 운영 경험자 - Java, Python, bash, Node.js(백엔드) 등 한가지 이상의 프로그래밍 숙련..."
https://kr.indeed.com/viewjob?jk=5a3704a451412c98,(상시) 인공지능 플랫폼 전문가,에셋플러스자산운용 대한민국,,"운영관리 -하이브리드 모바일 앱 개발 -ReactJS, NodeJS, Python 개발 경력자 우대 -Linux / My SQL 운영 및 관리 경력자... 운영 및 관리 경력자 우대 -Python / C/C++ / JAVA 등..."
https://kr.indeed.com/viewjob?jk=c1037225077ca4da,데이터 분석가 (Business Intelligence Analyst),코스닥 상장 중견 게임기업 서울 강남구,"연봉 40,000,000원 - 70,000,000원","데이터 분석 결과를 쉽게 이해할 수 있도록 간결하고 명확한 의사전달 능력 [우대조건] * R, Python, Spark 등의 언어에 대한 이해도 * 모바일 앱SDK 연동 지원 업무 경험(Facebook, Admob..."
https://kr.indeed.com/viewjob?jk=a24b1ac91024ce54,교보악사자산운용 QUANT팀,교보악사자산운용 대한민국,,"0명 2. 지원자격 1) 2020년 2월 졸업 예정자 또는 졸업자 2) 통계패키지(R) 또는 프로그래밍 툴(Python) 사용 능력 필수(전공 불문) 3) 투자자산운용사, CFA, FRM 자격증 보유자 우대, 영어 능통자..."
https://kr.indeed.com/viewjob?jk=b0e9252f0c2cf6ec,[개발]위메프패션 백엔드 개발자(정규직),위메프 2.3 대한민국,,"위메프패션 서비스 백엔드 개발 [자격사항] - 백엔드개발 경력 3년 이상 - Java, Node.js, Python, Php, Ruby 중 하나 이상 백엔드 개발 경험이 있으신 분 - NoSql 사용 경험이 있으신 분..."
https://kr.indeed.com/viewjob?jk=ad3c7c22cfc0bc67,각 부문 수시,KIS채권평가 대한민국,,금융공학/수학 전공자 우대 - 관련업무 경력자 우대 - 프로그램밍 가능자(MSOffice/Matlab/Python 등) 우대 - 영어 가능자 우대 (3) 모집부서: <컨설팅> *포지션: 신입/경력 *담당업무: - 금융컨설팅...
https://kr.indeed.com/viewjob?jk=22e47a04b651ae84,직원,KIS채권평가 대한민국,,"CRS 평가 - 헤지 유효성 테스트 *자격요건 - 학사학위 이상 소지자 - 프로그래밍(C/C++, VBA, Python) 기술을 보유하거나 금융공학 관련 업무 유 경험자 우대 (6) 모집부서: <경영관리실> *포지션: 채용..."
https://kr.indeed.com/viewjob?jk=67de19e751de6d78,웹 개발 경력직,비스퀘어 부산 해운대구,"연봉 30,000,000원 - 35,000,000원","- 개발 경력 3년 이상(학원, 교육 이수기간 제외) - 개발 언어 C++, Go, Java, PHP, Python, Nodejs 가능자 - 모바일 개발 언어 Java, Kotlin, Objective-c, Swift 가능자..."
https://kr.indeed.com/viewjob?jk=c2bc15d755c2e44a,제조공정Deep Learning/AI 전문가 대그룹계열제조사,대그룹계열제조사 서울특별시,,"컴퓨터공학 등 인공지능 관련학과 - Image 및 공정 Data 분석 중심의 및 Deep Learning /AI 개발 및 산업 적용 경험 5년 이상 - Python, R, CNN, DNN, RNN 등 Tool 활용 가능"
https://kr.indeed.com/viewjob?jk=eb45c08f4c4a43d8,Data Analyst,Axiologic Solutions 서울,,"algorithms and data manipulation capabilities using R, Python, C++, JavaScript, Go, and other known programming languages..."
https://kr.indeed.com/viewjob?jk=d1d0f9bfa7226166,자산운용본부/전략기획본부 인턴,브이아이피자산운용 대한민국,,"필수 (CFA, AICPA 등 자격증 소지자 우대, 일본어/중국어 가능자 우대) EXCEL 숙련자(VBA, Python 활용자 우대) 4. 제출 서류 -전략기획본부: 첨부 입사지원서 -자산운용본부: 영문 resume(※사진..."
https://kr.indeed.com/viewjob?jk=995f796d49d7095c,2020년 해외 R&D 석/박사 및 산학장학생,LG유플러스 3.8 서울,,"분야의 분석 수행 경험 보유 : 분석/모델링 Tool(R, SAS, Python 등) 및 관련 Skill 기반의 정형/비정형데이터 분석 기술 보유... 가공 역량 보유 - Java, python 등 프로그램 SKILL 보유..."
https://kr.indeed.com/viewjob?jk=e36af236652e8e9d,Data Analyst (CRM),Coupang 3.0 서울,,"sets * Experience using a programming language (R, SAS, Python, Java, etc... automation, job scheduling, and statistical..."
